sp006-000001_GB_00-00	शाङ्करभाष्यम्
sp006-001612_GB_05-04	भगवान् तु तदपरित्यागेन एव स्वाभिप्रेतम् च विशेषम् संयोज्य शब्दान्तरवाच्यतया प्रतिवचनम् ददौ
sp006-001613_GB_05-04	साङ् ख्ययोगौ इति
sp006-001614_GB_05-04	तौ एव सन्न्यासकर्मयोगौ ज्ञान तदुपाय समबुद्धित्वादिसंयुक्तौ साङ् ख्ययोगशब्दवाच्यौ इति भगवतो मतम्
sp006-001615_GB_05-04	अतो न अप्रकृतप्रक्रिया इति
sp006-001616_GB_05-05	यत् साङ्ख्यैः ज्ञाननिष्ठैः सन्न्यासिभिः प्राप्यते स्थानम् मोक्षाख्यम्
sp006-001617_GB_05-05	तद्योगैः अपि ज्ञानप्राप्त्युपायत्वेन ईश्वरे समर्प्य कर्माणि आत्मनः फलम् अनभिसन्धाय अनुतिष्ठन्ति ये
sp006-001618_GB_05-05	ते योगिनः तैरपि परमार्थज्ञानसन्न्यासप्राप्तिद्वारेण गम्यते इति अभिप्रायः
sp006-001619_GB_05-05	अतः एकम् साङ् ख्यम् योगम् च यः पश्यति फलैकत्वात् स सम्यक् पश्यति इत्यर्थः
sp006-001620_GB_05-06	कथम् तर्हि इदमुक्तम्
sp006-001621_GB_05-06	शृणु तत्र कारणम्
sp006-001622_GB_05-06	त्वया पृष्टम् केवलम् कर्मसन्न्यासम् कर्मयोगम् च अभिप्रेत्य तयोः अन्यतरः कः श्रेयान्
sp006-001623_GB_05-06	तदनुरूपम् प्रतिवचनम् मया उक्तम् कर्मसन्न्यासात् कर्मयोगो विशिष्यते इति ज्ञानम् अनपेक्ष्य
sp006-001624_GB_05-06	ज्ञानापेक्षस्तु सन्न्यासः साङ् ख्यम् इति मया अभिप्रेतः
sp006-001625_GB_05-06	परमार्थयोगश्च स एव
sp006-001626_GB_05-06	यस्तु कर्मयोगो वैदिकः स तादर्थ्यात् योगः सन्न्यास इति च उपचर्यते
sp006-001627_GB_05-06	कथम् तादर्थ्यम् इति उच्यते
sp006-001628_GB_05-06	सन्न्यासस्तु पारमार्थिको दुःखम् आप्तुम् प्राप्तुम् अयोगतो योगेन विना
sp006-001629_GB_05-06	योगयुक्तो वैदिकेन कर्मयोगेन ईश्वरसमर्पितरूपेण फलनिरपेक्षेण युक्तो
sp006-001630_GB_05-06	मुनिः मननात् ईश्वरस्वरूपस्य मुनिः
sp006-001631_GB_05-06	नारायणोपनिषत् द्वि अष्टसप्तति इति श्रुतेः
sp006-001632_GB_05-06	ब्रह्म परमार्थसन्न्यासम् परमार्थज्ञाननिष्ठालक्षणम् नचिरेण क्षिप्रमेव अधिगच्छति प्राप्नोति
sp006-001633_GB_05-06	अतो मया उक्तम्
sp006-001634_GB_05-07	योगेन युक्तो योगयुक्तो विशुद्धात्मा विशुद्धसत्त्वो विजितात्मा विजितदेहो
sp006-001635_GB_05-07	जितेन्द्रियः च सर्वभूतात्मभूतात्मा सर्वेषाम् ब्रह्मादीनाम् स्तम्बपर्यन्तानाम् भूतानाम् आत्मभूत आत्मा प्रत्यक्चेतसो
sp006-001636_GB_05-07	यस्य स सर्वभूतात्मभूतात्मा सम्यग्दर्शी इत्यर्थः
sp006-001637_GB_05-07	स तत्र एवम् वर्तमानो लोकसङ्ग्रहाय कर्म
sp006-001638_GB_05-07	न कर्मभिः बध्यते इत्यर्थः
sp006-001639_GB_05-08	न एव किञ्चित् करोमीति युक्तः समाहितः सन् मन्येत चिन्तयेत्
sp006-001640_GB_05-08	तत्त्ववित् आत्मनो याथात्म्यम् तत्त्वम् वेत्तीति तत्त्ववित् परमार्थदर्शी इत्यर्थः
sp006-001641_GB_05-0809	मन्येत इति पूर्वेण सम्बन्धः
sp006-001642_GB_05-0809	यस्य एवम् तत्त्वविदः सर्वकार्यकरणचेष्टासु कर्मसु अकर्म एव पश्यतः सम्यग्दर्शिनः
sp006-001643_GB_05-0809	तस्य सर्वकर्मसन्न्यासे एव अधिकारः कर्मणः अभावदर्शनात्
sp006-001644_GB_05-0809	न हि मृगतृष्णिकायाम् उदकबुद्ध्या पानाय प्रवृत्त उदकवाभावज्ञानेऽपि तत्र एव पानप्रयोजनाय प्रवर्तते
sp006-001645_GB_05-10	ब्रह्मणि ईश्वरे आधाय निक्षिप्य तदर्थम् करोमि इति भृत्य इव स्वाम्यर्थम् सर्वाणि कर्माणि मोक्षेऽपि फले
sp006-001646_GB_05-11	कायेन देहेन मनसा बुद्ध्या च केवलैः ममत्ववर्जितैः ईश्वराय एव कर्म करोमि न मम फलाय इति ममत्वबुद्धिशून्यैः
sp006-001647_GB_05-11	इन्द्रियैः अपि केवलशब्दः कायादिभिः अपि प्रत्येकम् सम्बध्यते सर्वव्यापारेषु ममतावर्जनाय
sp006-001648_GB_05-11	योगिनः कर्मिणः कर्म कुर्वन्ति सङ्गम् त्यक्त्वा फलविषयम् आत्मशुद्धये सत्त्वशुद्धये इत्यर्थः
sp006-001649_GB_05-11	तस्मात् तत्र एव तव अधिकार इति कुरु कर्म एव
sp006-001650_GB_05-12	युक्त ईश्वराय कर्माणि न मम फलाय इति एवम् समाहितः सन्
sp006-001651_GB_05-12	कर्मफलम् त्यक्त्वा परित्यज्य शान्तिम् मोक्षाख्याम् आप्नोति
sp006-001652_GB_05-12	नैष्ठिकीम् निष्ठायाम् भवाम् सत्त्वशुद्धिज्ञानप्राप्तिसर्वकर्मसन्न्यासज्ञाननिष्ठाक्रमेण इति वाक्यशेषः
sp006-001653_GB_05-12	यस्तु पुनः अयुक्तः असमाहितः कामकारेण करणम् कारः कामस्य कारः कामकारः
sp006-001654_GB_05-12	तेन कामकारेण कामप्रेरिततया इत्यर्थः
sp006-001655_GB_05-12	मम फलाय इदम् करोमि कर्म इति एवम् फले सक्तो निबध्यते
sp006-001656_GB_05-12	अतः त्वम् युक्तो भव इत्यर्थः
sp006-001657_GB_05-13	सर्वाणि कर्माणि सर्वकर्माणि सन्न्यस्य परित्यज्य नित्यम् नैमित्तिकम् काम्यम् प्रतिषिद्धम् च सर्व कर्माणि तानि
sp006-001658_GB_05-13	मनसा विवेकबुद्ध्या कर्मादौ अकर्मसन्दर्शनेन सन्त्यज्य इत्यर्थः
sp006-001659_GB_05-13	आस्ते तिष्ठति सुखम्
sp006-001660_GB_05-13	त्यक्तवाङ्मनःकायचेष्टो निरायासः प्रसन्नचित्ता आत्मनः अन्यत्र
sp006-001661_GB_05-13	निवृत्तबाह्यसर्वप्रयोजन इति सुखम् आस्ते इति उच्यते
sp006-001662_GB_05-13	वशी जितेन्द्रिय इत्यर्थः
sp006-001663_GB_05-13	क्व कथम् आस्ते इति आह नवद्वारे पुरे
sp006-001664_GB_05-13	सप्त शीर्षण्यानि आत्मन उपलब्धिद्वाराणि
sp006-001665_GB_05-13	अर्वाक् द्वे मूत्रपुरीषविसर्गार्थे तैः द्वारैः नवद्वारम् पुरम् उच्यते
sp006-001666_GB_05-13	शरीरम् पुरम् इव पुरम् आत्मैकस्वामिकम्
sp006-001667_GB_05-13	तदर्थप्रयोजनैश्च इन्द्रियमनोबुद्धिविषयैः अनेकफलविज्ञानस्य उत्पादकैः पौरैः इव अधिष्ठितम्
sp006-001668_GB_05-13	तस्मिन् नवद्वारे पुरे देही सर्वम् कर्म सन्न्यस्य आस्ते
sp006-001669_GB_05-13	किम् विशेषणेन
sp006-001670_GB_05-13	सर्वो हि देही सन्न्यासी असन्न्यासी वा देहे एव आस्ते तत्र अनर्थकम् विशेषणम् इति
sp006-001671_GB_05-13	उच्यते यस्तु अज्ञो देही देहेन्द्रियसङ्घातमात्रात्मदर्शी स सर्वो गेहे भूमौ आसने वा आसे इति मन्यते
sp006-001672_GB_05-13	न हि देहमात्रात्मदर्शिनो गेहे इव देहे आसे इति प्रत्ययः सम्भवति
sp006-001673_GB_05-13	देहादिसङ्घातव्यतिरिक्तात्मदर्शिनः तु देहे आसे इति प्रत्यय उपपद्यते
sp006-001674_GB_05-13	परकर्मणाम् च परस्मिन् आत्मनि अविद्यया अध्यारोपितानाम् विद्यया विवेकज्ञानेन मनसा सन्न्यास उपपद्यते
sp006-001675_GB_05-13	उत्पन्नविवेकज्ञानस्य सर्वकर्मसन्न्यासिनः अपि गेहे इव देहे एव नवद्वारे पुरे
sp006-001676_GB_05-13	आसनम् प्रारब्धफलकर्मसंस्कारशेषानुवृत्त्या देहे एव विशेषविज्ञानोत्पत्तेः
sp006-001677_GB_05-13	देहे एव आस्ते इति अस्त्येव विशेषणफलम् विद्वदविद्वत् प्रत्ययभेदापेक्षत्वात्
sp006-001678_GB_05-13	यद्यपि कार्यकरणकर्माणि अविद्यया आत्मनि अध्यारोपितानि सन्न्यस्य आस्ते इति उक्तम्
sp006-001679_GB_05-13	तथापि आत्मसमवायि तु कर्तृत्वम् कारयितृत्वम् च स्यात् इति आशङ्क्य आह
sp006-001680_GB_05-13	न एव कुर्वन् स्वयम् न कार्यकरणानि कारयन् क्रियासु प्रवर्तयन्
sp006-001681_GB_05-13	किम् यत् तत् कर्तृत्वम् कारयितृत्वम् च देहिनः स्वात्मसमवायि सत् सन्न्यासात् न भवति
sp006-001682_GB_05-13	यथा गच्छतो गतिः गमनव्यापारपरित्यागे न स्यात् तद्वत्
sp006-001683_GB_05-13	किम् वा स्वत एव आत्मनो नास्तीति
sp006-001684_GB_05-13	अत्र उच्यते नास्ति आत्मनः स्वतः कर्तृत्वम् कारयितृत्वम् च
sp006-001685_GB_05-13	बृहदारण्यक उपनिषत् चतुः त्रिः चतुः इति च श्रुतेः
sp006-001686_GB_05-14	न कर्तृत्वम् कुरु इति न अपि कर्माणि रथघटप्रासादादीनि ईप्सिततमानि लोकस्य सृजति उत्पादयति प्रभुः आत्मा
sp006-001687_GB_05-14	नापि रथादि कृतवतः तत्फलेन संयोगम् न कर्मफलसंयोगम्
sp006-001688_GB_05-14	यदि किञ्चिदपि स्वतो न करोति न कारयति च देही
sp006-001689_GB_05-14	कः तर्हि कुर्वन् कारयन् च प्रवर्तते इति उच्यते
sp006-001690_GB_05-14	स्वभावस्तु स्वो भावः स्वभावः अविद्यालक्षणा प्रकृतिः माया प्रवर्तते दैवी हि इत्यादिना वक्ष्यमाणा
sp006-001691_GB_05-15	न आदत्ते न च गृह्णाति भक्तस्यापि कस्यचित् पापम्
sp006-001692_GB_05-15	न च एव आदत्ते सुकृतम् भक्तैः प्रयुक्तम् विभुः
sp006-001693_GB_05-15	किमर्थम् तर्हि भक्तैः पूजादिलक्षणम् यागदानहोमादिकम् च सुकृतम् प्रयुज्यते इति आह
sp006-001694_GB_05-15	अज्ञानेन आवृतम् ज्ञानम् विवेकविज्ञानम् तेन मुह्यन्ति
sp006-001695_GB_05-15	करोमि कारयामि भोक्ष्ये भोजयामि इति एवम् मोहम् गच्छन्ति अविवेकिनः संसारिणो जन्तवः
sp006-001696_GB_05-16	ज्ञानेन तु येन अज्ञानेन आवृताः मुह्यन्ति जन्तवः
sp006-001697_GB_05-16	तदज्ञानम् येषाम् जन्तूनाम् विवेकज्ञानेन आत्मविषयेण नाशितम् आत्मनो भवति तेषाम् आदित्यवत्
sp006-001698_GB_05-16	यथा आदित्यः समस्तम् रूपजातम् अवभासयति तद्वत्
sp006-001699_GB_05-16	ज्ञानम् ज्ञेयम् वस्तु सर्वम् प्रकाशयति तत् परम् परमार्थतत्त्वम्
sp006-001700_GB_05-17	तस्मिन् गता बुद्धिः येषाम् ते तद्बुद्धयः तदात्मानः तदेव परम् ब्रह्म आत्मा येषाम् ते तदात्मानः
sp006-001701_GB_05-17	तन्निष्ठाः निष्ठा अभिनिवेशः तात्पर्यम् सर्वाणि कर्माणि सन्न्यस्य ब्रह्मणी एव अवस्थानम् येषाम् ते तन्निष्ठाः
sp006-001702_GB_05-17	तत्परायणाः च तदेव परम् अयनम् परा गतिः येषाम् भवति ते तत्परायणाः केवलात्मरतय इत्यर्थः
sp006-001703_GB_05-17	येषाम् ज्ञानेन नाशितम् आत्मनः अज्ञानम् ते गच्छन्ति एवंविधा अपुनरावृत्तिम् अपुनर्देहसम्बन्धः
sp006-001704_GB_05-17	ज्ञाननिर्धूतकल्मषा यथोक्तेन ज्ञानेन निर्धूता नाशितः कल्मषः पापादिसंसारकारणदोषा येषाम् ते ज्ञाननिर्धूतकल्मषा यतय इत्यर्थः
sp006-001705_GB_05-18	विद्याविनयसम्पन्ने विद्या च विनयश्च विद्याविनयौ
sp006-001706_GB_05-18	विद्या आत्मनो बोधो विनय उपशमः
sp006-001707_GB_05-18	ताभ्याम् विद्याविनयाभ्याम् सम्पन्नो विद्याविनयसम्पन्नो विद्वान् विनीतश्च यो ब्राह्मणः तस्मिन्
sp006-001708_GB_05-18	विद्याविनयसम्पन्ने उत्तमसंस्कारवति ब्राह्मणे सात्त्विके
sp006-001709_GB_05-18	मध्यमायाम् च राजस्याम् गवि संस्कारहीनायाम् अत्यन्तम् एव केवलतामसे हस्त्यादौ च
sp006-001710_GB_05-18	सत्त्वादिगुणैः तज्जैश्च संस्कारैः तथा राजसैः तथा तामसैश्च संस्कारैः
sp006-001711_GB_05-18	अत्यन्तम् एव अस्पृष्टम् समम् एकम् अविक्रियम् ब्रह्म द्रष्टुम् शीलम् येषाम् ते पण्डिताः समदर्शिनः
sp006-001712_GB_05-19	गौतमस्मृति सप्तदश विंशति इति स्मृतेः
sp006-001713_GB_05-19	न ते दोषवन्तः कथम्
sp006-001714_GB_05-19	इह एव जीवद्भिः एव तैः समदर्शिभिः पण्डितैः जितो वशीकृतः सर्गो जन्म
sp006-001715_GB_05-19	येषाम् साम्ये सर्वभूतेषु ब्रह्मणि समभावे स्थितम् निश्चलीभूतम् मनः अन्तःकरणम्
sp006-001716_GB_05-19	निर्दोषम् यद्यपि दोषवत्सु श्वपाकादिषु मूढैः तद्दोषैः दोषवदिव विभाव्यते
sp006-001717_GB_05-19	तथापि तद्दोषैः अस्पृष्टम् इति निर्दोषम् दोषवर्जितम् हि यस्मात्
sp006-001718_GB_05-19	नापि स्वगुणभेदभिन्नम् निर्गुणत्वात् चैतन्यस्य
sp006-001719_GB_05-19	वक्ष्यति च भगवान् इच्छादीनाम् क्षेत्रधर्मत्वम्
sp006-001720_GB_05-19	अनादित्वात् निर्गुणत्वात् इति च
sp006-001721_GB_05-19	नापि अन्या विशेषा आत्मनो भेदकाः सन्ति
sp006-001722_GB_05-19	प्रतिशरीरम् तेषाम् सत्त्वे प्रमाणानुपपत्तेः
sp006-001723_GB_05-19	अतः समम् ब्रह्म एकम् च
sp006-001724_GB_05-19	तस्मात् ब्रह्मणि एव ते स्थिताः
sp006-001725_GB_05-19	तस्मात् न दोषगन्धमात्रम् अपि तान् स्पृशति
sp006-001726_GB_05-19	देहादिसङ्घातात्मदर्शनाभिमानाभावात् देहादिसङ्घातात्मदर्शनाभिमानवद्विषयम् तु तत् सूत्रम्
sp006-001727_GB_05-19	इति पूजाविषयत्वविशेषणात्
sp006-001728_GB_05-19	दृश्यते हि ब्रह्मवित् षडङ्गवित् चतुर्वेदवित् इति पूजादानादौ गुणविशेषसम्बन्धः कारणम्
sp006-001729_GB_05-19	ब्रह्म तु सर्वगुणदोषसम्बन्धवर्जितम् इति अतो ब्रह्मणि ते स्थिता इति युक्तम्
sp006-001730_GB_05-19	कर्मविषयम् च समासमाभ्याम् इत्यादि
sp006-001731_GB_05-19	इदम् तु सर्वकर्मसन्न्यासविषयम् प्रस्तुतम्
sp006-001732_GB_05-19	सर्वकर्माणि मनसा इति आरभ्य आ अध्यायपरिसमाप्तेः
sp006-001733_GB_05-20	न प्रहृष्येत् न प्रहर्षम् कुर्यात् प्रियम् इष्टम् प्राप्य लब्ध्वा
sp006-001734_GB_05-20	न उद्विजेत् प्राप्य एव च अप्रियम् अनिष्टम् लब्ध्वा
sp006-001735_GB_05-20	देहमात्रात्मदर्शिनाम् हि प्रियाप्रियप्राप्ती हर्षविषादस्थाने न केवलात्मदर्शिनः तस्य प्रियाप्रियप्राप्त्यसम्भवात्
sp006-001736_GB_05-20	किञ्च सर्वभूतेषु एकः समो निर्दोष आत्मा इति स्थिरा निर्विचिकित्सा बुद्धिः यस्य स स्थिरबुद्धिः असम्मूढः
sp006-001737_GB_05-20	सम्मोहवर्जितश्च स्यात् यथोक्तो ब्रह्मवित् ब्रह्मणि स्थितः
sp006-001738_GB_05-20	अकर्मकृत् सर्वकर्मसन्न्यासी इत्यर्थः
sp006-001739_GB_05-21	बाह्यस्पर्शेषु बाह्याश्च स्पर्शाश्च ते बाह्यस्पर्शाः स्पृश्यन्ते इति स्पर्शाः शब्दादयो विषयाः तेषु बाह्यस्पर्शेषु
sp006-001740_GB_05-21	असक्तात्मा अन्तःकरणम् यस्य सः अयम् असक्तात्मा विषयेषु प्रीतिवर्जितः सन्
sp006-001741_GB_05-21	विन्दति लभते आत्मनि यत् सुखम् तत् विन्दति इति एतत्
sp006-001742_GB_05-21	ब्रह्मणि योगः समाधिः ब्रह्मयोगः तेन ब्रह्मयोगेन युक्तः समाहितः तस्मिन् व्यापृत आत्मा अन्तःकरणम्
sp006-001743_GB_05-21	यस्य स ब्रह्मयोगयुक्तात्मा सुखम् अक्षयम् अश्नुते प्राप्नोति
sp006-001744_GB_05-21	तस्मात् बाह्यविषयप्रीतेः क्षणिकाया इन्द्रियाणि निवर्तयेत् आत्मनि अक्षयसुखार्थी इत्यर्थः
sp006-001745_GB_05-22	ये हि यस्मात् संस्पर्शजा विषयेन्द्रियसंस्पर्शेभ्यो जाता भोगा भुक्तयो दुःखयोनय एव ते अविद्याकृतत्वात्
sp006-001746_GB_05-22	दृश्यन्ते हि आध्यात्मिकादीनि दुःखानि तन्निमित्तानि एव
sp006-001747_GB_05-22	यथा इहलोके तथा परलोके अपि इति गम्यते एवशब्दात्
sp006-001748_GB_05-22	न संसारे सुखस्य गन्धमात्रमपि अस्ति इति बुद्ध्वा विषयमृगतृष्णिकाया इन्द्रियाणि निवर्तयेत्
sp006-001749_GB_05-22	न केवलम् दुःखयोनय आद्यन्तवन्तश्च आदिः विषयेन्द्रियसंयोगो भोगानाम् अन्तश्च तद्वियोग एव
sp006-001750_GB_05-22	अत आद्यन्तवन्तः अनित्या मध्यक्षणभावित्वात् इत्यर्थः
sp006-001751_GB_05-22	कौन्तेय न तेषु भोगेषु रमते बुधो विवेकी अवगतपरमार्थतत्त्वः
sp006-001752_GB_05-22	अत्यन्तमूढानामेव हि विषयेषु रतिः दृश्यते यथा पशुप्रभृतीनाम्
sp006-001753_GB_05-23	इति तत्परिहारे यत्नाधिक्यम् कर्तव्यम् इति आह भगवान्
sp006-001754_GB_05-23	शक्नोति उत्सहते इह एव जीवन् एव यः सोढुम् प्रसहितुम् प्राक् पूर्वम् शरीरविमोक्षणात् आमरणात्
sp006-001755_GB_05-23	मरणसीमाकरणम् जीवतः अवश्यम्भावि हि कामक्रोधोद्भवो वेगः
sp006-001756_GB_05-23	अनन्तनिमित्तवान् हि स इति यावत् मरणम् तावत् न विस्रम्भणीय इत्यर्थः
sp006-001757_GB_05-23	काम इन्द्रियगोचरप्राप्ते इष्टे विषये श्रूयमाणे स्मर्यमाणे वा अनुभूते सुखहेतौ या गर्धिः तृष्णा स कामः
sp006-001758_GB_05-23	क्रोधश्च आत्मनः प्रतिकूलेषु दुःखहेतुषु दृश्यमानेषु श्रूयमाणेषु स्मर्यमाणेषु वा यो द्वेषः सः क्रोधः
sp006-001759_GB_05-23	तौ कामक्रोधौ उद्भवौ यस्य वेगस्य सः कामक्रोधोद्भवो वेगः
sp006-001760_GB_05-23	रोमाञ्चनहृष्टनेत्रवदनादिलिङ्गः अन्तःकरणप्रक्षोभरूपः कामोद्भवो वेगः
sp006-001761_GB_05-23	गात्रप्रकम्पप्रस्वेदसन्दष्टौष्ठपुटरक्तनेत्रादिलिङ्गः क्रोधोद्भवो वेगः
sp006-001762_GB_05-23	तम् कामक्रोधोद्भवम् वेगः य उत्सहते प्रसहते सोढुम् प्रसहितुम् स युक्तो योगी सुखी च इह लोके नरः
sp006-001763_GB_05-24	यः अन्तःसुखः अन्तरात्मनि सुखम् यस्य सः अन्तःसुखः
sp006-001764_GB_05-24	तथा अन्तरेव आत्मनि आराम आक्रीडा यस्य सः अन्तरारामः
sp006-001765_GB_05-24	तथा एव अन्तरात्मा एव ज्योतिः प्रकाशो यस्य सः अन्तर्ज्योतिः एव
sp006-001766_GB_05-24	यः ईदृशः स योगी ब्रह्मनिर्वाणम् ब्रह्मणि निर्वृतिम् मोक्षम् इह जीवन्नेव ब्रह्मभूतः सन् अधिगच्छति प्राप्नोति
sp006-001767_GB_05-25	लभन्ते ब्रह्मनिर्वाणम् मोक्षम् ऋषयः सम्यग्दर्शिनः सन्न्यासिनः क्षीणकल्मषाः क्षीणपापादि दोषाः
sp006-001768_GB_05-25	छिन्नद्वैधाः छिन्नसंशयाः यतात्मानः संयतेन्द्रियाः
sp006-001769_GB_05-25	सर्वभूतहिते रताः सर्वेषाम् भूतानाम् हिते आनुकूल्ये रता अहिंसका इत्यर्थः
sp006-001770_GB_05-26	कामक्रोधवियुक्तानाम् कामश्च क्रोधश्च कामक्रोधौ ताभ्याम् वियुक्तानाम्
sp006-001771_GB_05-26	यतीनाम् सन्न्यासिनाम् यतचेतसाम् संयतान्तःकरणानाम् अभित उभयतो जीवताम् मृतानाम् च
sp006-001772_GB_05-26	ब्रह्मनिर्वाणम् मोक्षो वर्तते विदितात्मनाम् विदितो ज्ञात आत्मा येषाम् ते विदितात्मानः
sp006-001773_GB_05-26	तेषाम् विदितात्मनाम् सम्यग्दर्शिनाम् इत्यर्थः
sp006-001774_GB_05-27	कर्मयोगश्च ईश्वरार्पितसर्वभावेन ईश्वरे ब्रह्मणि आधाय क्रियमाणः
sp006-001775_GB_05-27	सत्त्वशुद्धिज्ञानप्राप्तिसर्वकर्मसन्न्यासक्रमेण मोक्षाय इति भगवान् पदे पदे अब्रवीत् वक्ष्यति च
sp006-001776_GB_05-27	अथ इदानीम् ध्यानयोगम् सम्यग्दर्शनस्य अन्तरङ्गम् विस्तरेण वक्ष्यामि इति
sp006-001777_GB_05-27	तस्य सूत्रस्थानीयान् श्लोकान् उपदिशति स्म
sp006-001778_GB_05-27	स्पर्शान् शब्दादीन् कृत्वा बहिः बाह्यान्
sp006-001779_GB_05-27	श्रोत्रादिद्वारेण अन्तर्बुद्धौ प्रवेशिताः शब्दादयो विषयाः
sp006-001780_GB_05-27	तान् अचिन्तयतो बाह्या बहिः एव कृता भवन्ति
sp006-001781_GB_05-27	तान् एवम् बहिः कृत्वा चक्षुश्च एव अन्तरे भ्रुवोः कृत्वा इति अनुषज्यते
sp006-001782_GB_05-27	तथा प्राणापानौ नासाभ्यन्तरचारिणौ समौ कृत्वा
sp006-001783_GB_05-28	यतेन्द्रियमनोबुद्धिः यतानि संयतानि इन्द्रियाणि मनो बुद्धिश्च यस्य स यतेन्द्रियमनोबुद्धिः मननात् मुनिः सन्न्यासी
sp006-001784_GB_05-28	मोक्षपरायण एवम् देहसंस्थानो मोक्षपरायणो मोक्ष एव परम् अयनम् परा गतिः यस्य सः अयम् मोक्षपरायणो मुनिः भवेत्
sp006-001785_GB_05-28	विगतेच्छाभयक्रोध इच्छा च भयम् च क्रोधश्च इच्छाभयक्रोधाः ते विगता यस्मान् स विगतेच्छाभयक्रोधः
sp006-001786_GB_05-28	य एवम् वर्तते सदा सन्न्यासी मुक्त एव स न तस्य मोक्षः अन्यः कर्तव्यः अस्ति
sp006-001787_GB_05-29	भोक्तारम् यज्ञानाम् तपसाम् च कर्तृरूपेण देवतारूपेण च
sp006-001788_GB_05-29	सर्वलोकमहेश्वरम् सर्वेषाम् लोकानाम् महान्तम् ईश्वरम् सर्वलोकमहेश्वरम्
sp006-001789_GB_05-29	सुहृदम् सर्वभूतानाम् सर्वप्राणिनाम् प्रत्युपकारनिरपेक्षतया उपकारिणम् सर्वभूतानाम् हृदयेशयम्
sp006-001790_GB_05-29	सर्वकर्मफलाध्यक्षम् सर्वप्रत्ययसाक्षिणम् माम् नारायणम् ज्ञात्वा शान्तिम् सर्वसंसारोपरतिम् ऋच्छति प्राप्नोति
sp006-001791_GB_05-29	इति श्रीमहाभारते शतसाहस्र्याम् संहितायाम् वैयासिक्याम् भीष्मपर्वणि
sp006-001792_GB_05-29	श्रीमद्भगवद्गीतासु उपनिषत्सु ब्रह्मविद्यायाम् योगशास्त्रे श्रीकृष्णार्जुनसंवादे कर्मसन्न्यासयोगो नाम पञ्चमोऽध्यायः
sp006-001793_GB_05-29	इति श्रीमत्परमहंसपरिव्राजकाचार्य गोविन्दभगवत्पूज्यपादशिष्य श्रीमच्छङ्करभगवतः कृतौ श्रीमद्भगवद्गीताभाष्ये प्रकृतिगर्भोनाम पञ्चमोऽध्यायः
sp006-001794_GB_06-11	प्राप्तयोग लक्षणम् यत्फलादि च इति अत आरभ्यते
sp006-001795_GB_06-11	तत्र आसनम् एव तावत् प्रथमम् उच्यते
sp006-001796_GB_06-11	शुचौ शुद्धे विविक्ते स्वभावतः संस्कारतो वा देशे स्थाने प्रतिष्ठाप्य
sp006-001797_GB_06-11	स्थिरम् अचलम् आत्मन आसनम् न अत्युच्छ्रितम् न अतीव उच्छ्रितम् न अपि अतिनीचम्
sp006-001798_GB_06-11	तच्च चैलाजिनकुशोत्तरम् चैलम् अजिनम् कुशाः च उत्तरे यस्मिन् आसने तदासनम् चैलाजिनकुशोत्तरम्
sp006-001799_GB_06-11	पाठक्रमात् विपरीतः अत्र क्रमः चैलादीनाम्
sp006-001800_GB_06-12	तत्र तस्मिन् आसने उपविश्य योगम् युञ्ज्यात्
sp006-001801_GB_06-12	कथम् सर्वविषयेभ्य उपसंहृत्य एकाग्रम् मनः कृत्वा यतचित्तेन्द्रियक्रियः
sp006-001802_GB_06-12	चित्तम् च इन्द्रियाणि च चित्तेन्द्रियाणि तेषाम् क्रियाः संयता तस्य स यतचित्तेन्द्रियक्रियः
sp006-001803_GB_06-12	स किमर्थम् योगम् युञ्ज्यात् इति आह
sp006-001804_GB_06-12	आत्मविशुद्धये अन्तःकरणस्य विशुद्ध्यर्थम् इति एतत्
sp006-001805_GB_06-13	अधुना शरीरधारणम् कथमिति उच्यते
sp006-001806_GB_06-13	समम् कायशिरोग्रीवम् कायश्च शिरश्च ग्रीवा च कायशिरोग्रीवम् तत् समम् धारयन् अचलम् च
sp006-001807_GB_06-13	समम् धारयतः चलनम् सम्भवति
sp006-001808_GB_06-13	अतो विशिनष्टि अचलम् इति
sp006-001809_GB_06-13	स्थिरः स्थिरो भूत्वा इत्यर्थः
sp006-001810_GB_06-13	स्वम् नासिकाग्रम् सम्प्रेक्ष्य सम्यक् प्रेक्षणम् दर्शनम् कृत्वा इव इति
sp006-001811_GB_06-13	इवशब्दो लुप्तो द्रष्टव्यः
sp006-001812_GB_06-13	न हि स्वनासिकाग्रसम्प्रेक्षणम् इह विधित्सितम्
sp006-001813_GB_06-13	किम् तर्हि चक्षुषो दृष्टिसन्निपातः
sp006-001814_GB_06-13	स च अन्तःकरणसमाधानापेक्षो विवक्षितः
sp006-001815_GB_06-13	स्वनासिकाग्रसम्प्रेक्षणम् एव चेत् विवक्षितम्
sp006-001816_GB_06-13	मनः तत्र एव समाधीयते न आत्मनि
sp006-001817_GB_06-13	आत्मनि हि मनसः समाधानम् वक्ष्यति
sp006-001818_GB_06-13	तस्मात् इवशब्दलोपेन अक्ष्णोः दृष्टिसन्निपात एव सम्प्रेक्ष्य इति उच्यते
sp006-001819_GB_06-13	दिशश्च अनवलोकयन् दिशाम् च अवलोकनम् अन्तरा अकुर्वन् इति एतत्
sp006-001820_GB_06-14	प्रशान्तात्मा प्रकर्षेण शान्त आत्मा अन्तःकरणम् यस्य सोः अयम् प्रशान्तात्मा
