sp025-000001_001	ऋतुः परिवर्तते
sp025-000752_005	भवतु नाम विश्वस्य काचिदपि जातिः कश्चन अपि धर्मः परम्परा वर्णः वा परञ्च सेवाभावो हि मानवीय मूल्यानाम् अनुपम अभिज्ञानत्वेन प्रवर्तते
sp025-000753_005	अस्मदीये देशे निष्काम कर्म विषये सुबहु श्रूयते अर्थात् तादृशी सेवा या हि काञ्चिदपि अपेक्षाम् विना क्रियते
sp025-000754_005	अस्माकम् ग्रन्थेषु तु प्रोक्तमेव सेवा परमो धर्मः
sp025-000755_005	जीव सेवा एव शिव सेवा तथा च गुरुदेवः रामकृष्ण परम हंसः तु कथयति
sp025-000756_005	शिव भावेन जीव सेवाम् कुर्यात् अर्थात् विश्वस्मिन् विश्वे एतानि सर्वाणि मानवीय मूल्यानि तुल्यानि एव सन्ति
sp025-000757_005	आगच्छन्तु वयम् सर्वे एतान् महापुरुषान् पवित्र दिवसान् च स्मरन्तः अस्मदीयायै अस्यै महत्यै अमूल्य परम्परायै नूतनाम् चेतनाम् नवीनाञ्च ऊर्जाम् आनयेम तथा च स्वयमपि एनाम् जीवितुम् प्रयतेम
sp025-000758_005	मम प्रियाः देशवासिनः एतद् वर्षम् गुरुगोविन्द सिंहस्य सार्ध त्रिशती रूपेण प्रकाश पर्व वर्षमपि आसीत्
sp025-000759_005	गुरुगोविन्द सिंहस्य साहस त्याग सम्भरितम् असाधारणम् जीवनम् अस्माकम् कृते प्रेरणा स्रोतस्त्वेन वर्तते
sp025-000760_005	गुरुगोविन्द सिंहः महान्ति जीवन मूल्यानि उपादिशत् तथा च तानि आधृत्य स्वीयम् जीवनम् यापितवान्
sp025-000761_005	अन्यतमः गुरुः कविः दार्शनिकः महान् योद्धा च गुरुगोविन्द सिंहः एतासु सर्वास्वपि भूमिकासु जनान् प्रबलतया प्रेरितवान्
sp025-000762_005	असौ उत्पीडनम् अन्यायञ्च विरुद्ध्य सङ्घर्षमकरोत्
sp025-000763_005	जाति धर्मयोः बन्धनानि परिहर्तुम् सः जनान् शिक्षितवान्
sp025-000764_005	एवङ्क्रियमाणः असौ व्यक्तिगतरूपेण बहुशः हानिमपि सम्मुखीकृतवान्
sp025-000765_005	परञ्च सः न कदापि द्वेष भावनान्वितः सञ्जातः
sp025-000766_005	जीवनस्य प्रत्येकमपि क्षणे सः प्रेम्णः त्यागस्य शान्तेश्च सन्देशम् प्रादात्
sp025-000767_005	कियतीभिः महतीभिः विशेषताभिः सम्भरितमासीत् तस्य व्यक्तित्वम्
sp025-000768_005	भारतीय लोकतन्त्रम् एकविंशति तम शताब्दस्य मतदातॄणाम् नूतन भारतम् भवताम् मतदातॄणाम् स्वागतम् करोति
sp025-000769_005	अहम् एतान् अस्मदीयान् युव जनान् वर्धापयामि सर्वान् च साग्रहम् व्याहरामि यद्भवन्तः आत्मानम् मतदातृ रूपेण पञ्जीकारयन्तु
sp025-000770_005	अशेष भारतम् भवतः एकविंशति तम शताब्दस्य मतदातृ रूपेण वर्धापयितुम् लालायते
sp025-000771_005	एकविंशति तम शताब्दस्य मतदातृ रूपेण भवन्तः अपि गौरवम् अनुभवेयुः
sp025-000772_005	भवताम् मतदानम् नूतन भारतस्य आधारः सेत्स्यति
sp025-000773_005	मतदानस्य शक्तिः कस्मिन्नपि लोकतन्त्रे महत्तमा शक्तिः भवति
sp025-000774_005	लक्षशो जनानाम् जीवने सकारात्मकम् परिवर्तनम् आपादयितुम् मतदानम् हि सर्वोत्तमम् प्रभावि साधनम् वर्तते
sp025-000775_005	न केवलम् भवन्तो मतदानार्थम् अर्हाः भवन्ति अपि तु एकविंशति तम शताब्दस्य भारतम् कीदृशम् स्यात्
sp025-000776_005	एकविंशति तम शताब्दस्य भवताम् स्वप्नानि कानि स्युः
sp025-000777_005	तथा चाद्य स्वीयेऽस्मिन् मन् की बात् प्रसारणे अहम् अष्टादशतः पञ्चविंशति वर्षीयैः ऊर्जा सङ्कल्प सम्भरितैः यशस्विभिः युवभिः सम्भाषितुम् ईहे
sp025-000778_005	नूतन भारतस्य तारुण्यम् इत्यस्य अर्थो भवति उमङ्गः उत्साहः ऊर्जा च
sp025-000779_005	दृढमहम् विश्वसिमि यदस्मदीयानाम् एतेषाम् ऊर्जावताम् यूनाम् कौशलेन शक्त्या चैव अस्माकम् नूतन भारतस्य स्वप्नम् पूर्णम् भविता
sp025-000780_005	यदा वयम् नूतन भारत विषये वदामः तदा तु इदम् हि तत् भारतम् यद्धि जातिवाद सम्प्रदायवादातङ्कवाद भ्रष्टाचाराणाम् गरलात् मुक्तम् स्यात्
sp025-000781_005	अस्वच्छतातः निर्धनतातः च मुक्तम् स्यात्
sp025-000782_005	अभिनवम् भारतम् यत्र शान्तिः एकता सद्भावना चैव अस्मदीया सञ्चालन शक्तिः भवेत्
sp025-000783_005	ममेदम् नवीन भारतस्य तारुण्यम् अग्रे आगच्छेत् मन्थनम् च कुर्यात् यत् केन विधिना भविष्यति नवीनम् भारतम्
sp025-000784_005	सः स्वयमपि आत्मनः कृते मार्गम् निश्चिनुयात् यैः साकम् सः सम्पृक्तोऽस्ति तानपि संयोजयेत् एवम् हि पथिक सार्थः संवर्धेत
sp025-000785_005	भवन्तोऽपि अग्रेसरन्तु देशोऽपि अग्रेसरेत्
sp025-000786_005	यत्र अष्टादशतः पञ्चविंशति वर्षीयाः युवानः सम्भूय नूतन भारत विषयकम् मन्थनम् कुर्युः मार्गान् मृगयेयुः योजनाः विरचयेयुः
sp025-000787_005	केन प्रकारेण च वयम् अस्मदीयानि स्वप्नानि एतत् शताब्दस्य द्वा विंशति तम वर्षात् पूर्वमेव साधयिष्यामः
sp025-000788_005	केन प्रकारेण च वयम् तादृशम् भारतम् विरचयिष्यामः यस्य स्वप्नम् अस्मदीयाः स्वतन्त्रता सैनिकाः अवालोकयन्
sp025-000789_005	मम तरुणाः सखायः साम्प्रतम् कालस्य इयम् अपेक्षा यद्वयम् अपि एकविंशति तम शताब्दस्य भव्य दिव्य भारतस्य कृते जनान्दोलनमेकम् प्रवर्तयेम
sp025-000790_005	विकासस्य जनान्दोलनम्
sp025-000791_005	प्रगतेः जनान्दोलनम् सामर्थ्यवतः शक्तिशालिनश्च भारतस्य जनान्दोलनम्
sp025-000792_005	सङ्कल्पतः सिद्धिः कथम् प्राप्तुम् शक्यते
sp025-000793_005	सम्प्रति यूनाम् कृते बहवः अवसराः सञ्जाताः
sp025-000794_005	तथा च विषयेऽस्मिन् तादृशी काचित् व्यवस्था भवेत् येन प्राप्ते सति अष्टादश वर्षीयायुषि सः एतत् जगतः एतेषाम् विषयाणाम् कृते च सहजतया सूचितो भवेत् स च आवश्यकान् लाभान् अपि अवाप्नुयात्
sp025-000795_006	अपि च दिवस द्वय पूर्वमेव वयम् गणतन्त्र पर्वणः आयोजनम् अतितराम् उत्साहेन कृतवन्तः
sp025-000796_006	इतिहासे प्रथम वारमेव एतत् जातम् यत् दश सङ्ख्याकानाम् देशानाम् प्रमुखाः समारोहेऽस्मिन् समुपस्थिताः आसन्
sp025-000797_006	अहम् भ्रातुः प्रकाश वर्यस्य कार्तज्ञ्यम् आवहामि यत्तेन स्वीये दीर्घे पत्रे कल्पना चावला प्रयाणम् आरम्भे एव सन्दर्भितम्
sp025-000798_006	एतत्तु अस्माकम् सर्वेषाम् कृते दुःखदम् यदल्पीयसि एव वयसि सा दिवङ्गता
sp025-000799_006	परञ्च सा स्वीयजीवनेन अशेष जगति विशेषेण च भारतस्य लक्षशो बालिकाभ्यः इदम् समदिशत् यन् नारी शक्तिः असीमितास्ति
sp025-000800_006	यदि इच्छा दृढ सङ्कल्पः च स्तः किञ्चित् नूनम् करणीयमिति दृढभावः अस्ति चेत् न किञ्चिदपि असम्भवम्
sp025-000801_006	एतद्दृष्ट्वा मनः प्रसीदतितराम् यद् अद्यत्वे भारते महिलाः प्रत्येकमपि क्षेत्रे द्रुत गत्या अग्रेसरन्ति देशस्य गौरवम् विवर्धयन्ति
sp025-000802_006	प्राचीन कालात् अस्मदीये अस्मिन् देशे महिलानाम् सम्माननम् समाजे तासाम् स्थानम् तासाञ्च योगदानम् एतत् सर्वम् सततम् सम्पूर्णमपि विश्वम् आश्चर्य चकितम् करोति
sp025-000803_006	भारतीय विदुषीणाम् दीर्घा परम्परा वर्तते
sp025-000804_006	वेदानाम् ऋचानाम् आविष्करणे भारतस्य अनेकासाम् विदुषीणाम् ऋषिकाणाम् च सुबहु योगदानमासीत्
sp025-000805_006	लोपामुद्रा गार्गी मैत्रेयी अपाला चेत्यादयः न जाने कति कति नामानि सन्ति
sp025-000806_006	अद्यत्वे वयम् कन्याम् रक्ष कन्याम् पाठय इति प्रयतामहे परञ्च सहस्राब्देभ्यः प्राक् अस्मदीयेषु शास्त्रेषु स्कन्दपुराणे कथितम्
sp025-000807_006	दशपुत्र समा कन्या दशपुत्रान् प्रवर्धयन्
sp025-000808_006	यत् फलम् लभते मर्त्यः तल्लभ्यम् कन्यकैकया
sp025-000809_006	अर्थात् एका पुत्री दश पुत्रैः तुल्या भवति
sp025-000810_006	दशभिः पुत्रैः यत् पुण्यम् प्राप्यते एकया पुत्र्या तत् पुण्यम् लभ्यते
sp025-000811_006	तथ्यमिदम् अस्मदीय समाजे नार्याः महत्वम् दर्शयति
sp025-000812_006	अत एव अस्मदीये समाजे नारी शक्ति स्वरूपा इति प्रतिष्ठापितम्
sp025-000813_006	नारी शक्तिः सर्वदेव अस्मान् अनारतम् प्रेरयति स्म सततञ्च प्रेरयति
sp025-000814_006	देशस्य मानम् सम्माननञ्च विवर्धयन्ती प्रवर्तते
sp025-000815_006	श्रीमान् प्रकाश् त्रिपाठी इतः परमपि अनेकानि उदाहरणानि प्रादात्
sp025-000816_006	सः अलिखत् यदस्मदीया साहसिका प्रतिरक्षा मन्त्रि वर्या निर्मला सीतारमण महाभागा यया सुखोई त्रिंशतिति योद्धृ विमानेन उड्डीतम् तच्च नूनम् प्रेरणादायि
sp025-000817_006	भवता सम्यक् कथितम् यदद्यत्वे नारी प्रत्येकमपि क्षेत्रे न केवलम् अग्रेसरति परञ्च नेतृत्वमपि करोति
sp025-000818_006	अधुना अनेकानि तादृंशि क्षेत्राणि सन्ति यत्र सर्वप्रथमम् अस्मदीया नारी शक्तिः किञ्चित् नावीन्यम् प्रमाणयति
sp025-000819_006	अभिनवम् कीर्तिमानम् प्रतिष्ठापयति
sp025-000820_006	विगतेषु दिनेषु माननीयः राष्ट्रपति महोदयः नवीन प्रयासम् प्रारभत
sp025-000821_006	राष्ट्रपति महोदयः असाधारण महिलानाम् वृन्दमेकम् अमिलत् याः स्व स्व क्षेत्रेषु सर्व प्रथमम् किमपि उत्कृष्टम् अकुर्वन्
sp025-000822_006	नूतनम् कीर्तिमानम् प्रतिष्ठापितवत्यः
sp025-000823_006	एताः इदम् प्रदर्शितवत्यः यत् कठोर श्रमम् निष्ठाम् दृढसङ्कल्पञ्च आधृत्य सर्वाः अपि बाधाः विघ्नान् चातिक्रम्य नूनम् नवीनम् मार्गम् उपकल्पयितुम् शक्यते
sp025-000824_006	तादृशः नवीनः मार्गः यः न केवलम् स्वीय समकालीनानाम् जनानाम् कृते अपि तु भावि प्रजानाम् कृतेऽपि प्रेरकः स्यात्
sp025-000825_006	नूतनया शक्त्या नवीनेन च उत्साहेन तान् आपूरयेत्
sp025-000826_006	एताः समुपलब्धवतीः प्रथमाः महिलाः आलक्ष्य एकम् पुस्तकमपि सज्जीकृतमस्ति येन हि अशेष देशः आसाम् नारी शक्तीनाम् विषये अवगताः स्युः एतासाम् जीवनेभ्यः कार्येभ्यश्च प्रेरिताः भवेयुः
sp025-000827_006	साम्प्रतम् देशे समाजे च सञ्जायमाने सकारात्मके परिवर्तने देशस्य नारी शक्तेः महत्वपूर्णा भूमिका वर्तते
sp025-000828_006	अद्य वयम् यदा महिला शक्तीकरणस्य चर्चाम् कुर्वन्तः स्मः तदा अहमेकम् रेलास्थानकम् सन्दर्भयितुमीहे
sp025-000829_006	मुम्बय्याः माटुङ्गा स्टेशनिति रेलास्थानकम् भारतस्य प्रप्रथमम् रेलास्थानकम् वर्तते यत्र सर्वाः अपि कर्मकराः महिलाः एव सन्ति
sp025-000830_006	सर्वेषु विभागेषु महिला कर्मचारिण्यः आहत्य चत्वारिन्शदधिकाः महिलाः सन्ति
sp025-000831_006	एताः साहसपूर्ण प्रयोगम् कुर्वन्त्यः आसन् अपि चेदम् दृश्यम् वैदेशिकान् अतिथीन् अपि आश्चर्यचकितान् करोति स्म
sp025-000832_006	शक्तीकरणम् हि आत्मनिर्भरतायाः एव अनन्यतमम् रूपम्
sp025-000833_006	साम्प्रतम् अस्मदीया एषा नारीशक्तिः नेतृत्वम् करोति
sp025-000834_006	आत्मनिर्भरा भवति
sp025-000835_006	सद्यः स्मरामि यत् छत्तीसगडस्य अस्मदीयाः आदिवासि महिलाः आश्चर्यम् अजनयन्
sp025-000836_006	एताः नूतनोदाहरणम् प्रस्तुतवत्यः
sp025-000837_006	आदिवासि महिलानाम् यदा उल्लेखः भवति तदा अस्माकम् सर्वेषाम् मनस्सु एकम् सुनिश्चितम् चित्रम् उत्पद्यते
sp025-000838_006	यत्र अरण्यम् भवति पाद मार्गो भवति तस्मिन् काष्ठ भारवाहिन्यः महिलाः प्रचलन्त्यः दृश्यन्ते
sp025-000839_006	परञ्च छत्तीसगढस्य अस्मदीयाः आदिवासि नार्यः अस्मदीया एषा नारी शक्तिः देशस्य सम्मुखम् एकम् नवीनम् चित्रम् व्यरचयत्
sp025-000840_006	अल्पीयसि कालखण्डे अनेकाः महिलाः अमुना कार्येण संयुताः जाताः
sp025-000841_006	तथा च युगपदेव अनेन पर्यावरण संरक्षणस्य कार्यमपि सबलम् भवति
sp025-000842_006	अत्रत्यम् जनपद प्रशासनमपि प्रशंसार्हम् वर्तते येन अनुदानादिकम् उपलम्भयित्वा आभ्यः प्रशिक्षणादिकमपि प्रदीयते एवम् हि जनपदप्रशासनेन आसाम् महिलानाम् सफलतावाप्तौ महत्वपूर्णा भूमिका निर्व्यूढास्ति
sp025-000843_006	किञ्चिद् वैशिष्ट्यमस्ति तादृशम् यदस्तित्वम् अविनाशि अस्मदीयम् तत् किमस्ति
sp025-000844_006	यद्धि काल बाह्यमस्ति तत् त्याज्यम् यद्धि आवश्यकम् तस्य परिष्कारः स्वीकर्तव्यः
sp025-000845_006	सामाजिक कुप्रथाः कुरीतीश्च विरुध्य सहस्राब्देभ्यः अस्माकम् देशे व्यक्तिगतेषु सामाजिकेषु च स्तरेषु सततम् प्रयासाः भवन्तः आसन्
sp025-000846_006	नातिचिरम् बिहार राज्ये रोचकः प्राथमिकः प्रयासः अभवत्
sp025-000847_006	अमुना अभियानेन बाल विवाह यौतुक प्रथा सदृशीः कुरीतीः विरुध्य जनेषु जागृतिः प्रसारिता
sp025-000848_006	यौतुक बालविवाह सदृशीः कुरीतीः विरुध्य अशेष राज्यम् योद्धुम् सङ्कल्पितवत्
sp025-000849_006	आबाल महिला वृद्धाः युवानश्च सोत्साहम् अस्मिन् अभियाने सहभागिनः आसन्
sp025-000850_006	पटना नगर्याः ऐतिहासिकात् गान्धि मैदान स्थलात् आरभ्य मानव शृङ्खला एषा राज्यस्य सीम प्रदेशम् यावत् अविच्छिन्न रूपेण सङ्कलिता जाता
sp025-000851_006	समाजस्य सर्वेऽपि जनाः समुचितरूपेण विकासस्य लाभान् अवाप्नुयुः इति कृत्वा एतदावश्यकम् यदस्माकम् समाजः एताभ्यः कुरीतिभ्यः मुक्तः स्यात्
sp025-000852_006	आगच्छन्तु वयम् सर्वे मिलित्वा समाजात् एताः कुरीतीः अपास्तुम् प्रतिज्ञाम् करवाम तथा च एकम् नवीनम् शक्तम् सबलम् समर्थञ्च भारतम् निर्मातुम् प्रयतेम
sp025-000853_006	अहम् बिहारस्य जनान् राज्यस्य मुख्यमन्त्रिणम् तत्रत्यम् प्रशासनम् मानव शृङ्खलायाम् सहभागिनः प्रत्येकमपि जनान् च अभिनन्दामि वर्धापयामि यत् ते समाज कल्याण दिशि विशिष्टाम् व्यापिनीञ्च प्रक्रियाम् आरभन्त
sp025-000854_006	सः पूर्वम् प्रधानमन्त्रि जनौषधि योजना विषये नैव जानाति स्म
sp025-000855_006	परञ्च सम्प्रति यदा सः जनौषधि केन्द्र विषये सूचनाम् अलभत ततश्च औषधि क्रयणम् व्यदधात् ततः प्रभृति एष व्ययः प्रतिशतम् पञ्च सप्तति मित्या अपचितः
sp025-000856_006	विगतेभ्यः कतिपयेभ्यः दिनेभ्यः अनेके जनाः एतद्विषये माम् लिखन्ति स्म सूचयन्ति स्म
sp025-000857_006	अहमपि सामाजिक सञ्चार माध्यमेषु दृष्टवान् यद् अनेके जनाः अनया योजनया लाभान्विताः अभूवन्
sp025-000858_006	तथा च यदा एतादृशी सूचना अवाप्यते तदा हर्ष प्रकर्षः अनुभूयते
sp025-000859_006	गभीरः सन्तोषः जायते
sp025-000860_006	जनौषधि केन्द्रेषु प्राप्याः औषध्यः आपणेषु विक्रीयमाणाभ्यः चिन्हिताभ्यः औषधीभ्यः प्रायेण प्रतिशतम् पन्चाशत्तः नवति मित्या न्यूनार्घाः भवन्ति
sp025-000861_006	साम्प्रतम् अशेष देशे त्रिसहस्राधिकानि जनौषधि केन्द्राणि स्थापितानि सन्ति
sp025-000862_006	अनेन न केवलम् औषधयः न्यूनार्घाणि प्राप्यन्ते अपि तु वैयक्तिक उद्यमिनाम् कृतेऽपि वृत्तितायाः नवीनाः अवसराः अवाप्यन्ते
sp025-000863_006	अत्र इदमेव उद्दिष्टम् यद्देशस्य निर्धनतमाः जनाः गुणवत्तायुताम् सुलभाम् न्यूनार्घाञ्च स्वास्थ्योपचर्याम् अवाप्नुयुः येन हि स्वस्थस्य समृद्धस्य च भारतस्य निर्माणम् सम्भवम् भवेत्
sp025-000864_006	तच्चित्रम् तादृशमासीत् यन्मम ध्यानम् सहसा तदाकृष्टम् जातम्
sp025-000865_006	अहम् ज्ञातवान् यत् अकोला क्षेत्रीयाः नागरिकाः स्वच्छ भारताभियानस्य अन्तर्गतम् मोर्ना नद्याः स्वच्छीकरणार्थम् स्वच्छताभियानम् आयोजितवन्तः
sp025-000866_006	मोर्ना नदी पूर्वम् आवर्षम् सजला वहति स्म साम्प्रतम् सा ऋतु निष्ठा सञ्जाता
sp025-000867_006	अपरो वेदना विषयः आसीत् यदेषा नदी पूर्णरूपेण आरण्यकैः ग्रासैः जलकुम्भिभिः समाकीर्णा सञ्जाता
sp025-000868_006	नद्याम् अस्याः तट प्रदेशे च प्रभूतः अवकर प्रक्षेपः क्रियते स्म
sp025-000869_006	एतत् प्रमाणयति यत् जनः यदि किमपि कर्तुम् दृढ सङ्कल्पम् करोति चेत् तदा किञ्चिदपि अशक्यम् नास्ति
sp025-000870_006	जनान्दोलनमाध्यमेन बृहत्तमानि परिवर्तनानि कर्तुम् शक्यन्ते
sp025-000871_006	अहम् अकोलावासिनः अत्रत्यम् जनपद नगर निगमयोः प्रशासने च एतत्कार्यम् जनान्दोलनरूपेण प्रवर्तयितुम् संलग्नान् सर्वान् नागरिकान् च तेषामेषाम् प्रयासानाम् कृते भूरिशः वर्धापयामि
sp025-000872_006	अपि च कामये यद्भवताम् एते प्रयासाः देशस्य अन्येषाम् जनानाम् कृतेऽपि प्रेरणादायिनो भवेयुः
sp025-000873_006	वार्तापत्रेषु दृश्य वाहिनीषु चापि विषयेऽस्मिन् ध्यानमाकृष्यते
sp025-000874_006	परञ्च यदि किञ्चित् सूक्ष्मेक्षिकया पश्यन्तु चेत् भवन्तः गर्वम् अनुभविष्यन्ति
sp025-000875_006	प्रतिवर्षम् पद्म पुरस्काराणाम् प्रदान परम्परा सततम् प्रवर्तते
sp025-000876_006	एवम् हि एतेषाम् पुरस्काराणाम् चयन प्रक्रियायाः पूर्णः रूपान्तरः जातः
sp025-000877_006	भवतामपि अवधानम् स्यात् जातम् यत् अतितराम् सामान्य जनाः अपि पद्म पुरस्कारान् लभन्ते
sp025-000878_006	तादृशेभ्योऽपि जनेभ्यः पद्म पुरस्काराः प्रदीयन्ते ये सामान्यतया महानगरेषु वार्तापत्रेषु दृश्यवाहिनीषु समारोहेषु च नावलोक्यन्ते
sp025-000879_006	अधुना पुरस्कार प्रदानार्थम् जनस्य अभिज्ञानम् नैव तस्य कार्यस्य महत्वम् विवर्धते
sp025-000880_006	श्रीमान् अरविन्दगुप्ता इत्यस्मै पद्म पुरस्कार प्राप्तेः अनन्तरमेव स्यात् प्रथमवारम् भवता तस्य नाम श्रुतम् भवेत्
sp025-000881_006	तस्य प्रयत्नः अस्ति यद्बालाः निरर्थक वस्तुभ्यः वैज्ञानिक प्रयोगान् प्रति प्रेरिताः भवेयुः
sp025-000882_006	एतदर्थम् असौ अशेष देशस्य त्रिसहस्राधिकेषु विद्यालयेषु गत्वा अष्टादश भाषासु निर्मितानि चलचित्राणि अपि प्रदर्श्य बालान् प्रेरयति
sp025-000883_006	कीदृशम् अद्भुतम् जीवनम् कीदृशम् अद्भुतम् समर्पणम् एतादृशी एव कथा कर्नाटकस्य सितावा जोद्दती इत्यस्याः अस्ति
sp025-000884_006	एषा महिला शक्तीकरणस्य देवी इति सगौरवम् उच्यते
sp025-000885_006	विगत दशक त्रयात् बेलागवी क्षेत्रे एषा असङ्ख्य महिलानाम् जीवनपरिवर्तने महद्योगदानम् अकरोत्
sp025-000886_006	परञ्च पुनः देवदासीनाम् कल्याणार्थम् स्वीयम् कृत्स्नमपि जीवनम् अर्पितवती
sp025-000887_006	एतावदेव नैव सा दलित महिलानाम् कल्याणार्थमपि अभूतपूर्वकार्यम् अकरोत्
sp025-000888_006	भवद्भिः मध्यप्रदेशस्य भज्जू श्यामस्य नाम श्रुतम् स्यात् श्रीमान् भज्जू श्यामस्य जन्म अतितराम् निर्धन कुटुम्बे आदिवासि परिवारे अजायत
sp025-000889_006	साम्प्रतम् अस्याः एव रेखाङ्कनस्य गहन रुचेः कारणात् न केवलम् भारते अपि तु अशेष जगति तस्य सम्माननम् वर्तते
sp025-000890_006	विदेशेषु भारतस्य यशोवर्धकस्य भज्जू श्यामस्य प्रतिभा अभिज्ञाता तथा च तस्मै पद्मश्री सम्माननम् उपायनीकृतम्
sp025-000891_006	केरळस्य आदिवासि महिला लक्ष्मीकुट्टी इत्यस्याः कथाम् श्रुत्वा भवन्तः सुखदम् आश्चर्यम् अनुभविष्यन्ति
sp025-000892_006	लक्ष्मीकुट्टी कल्लारे शिक्षिका अस्ति तथा च साम्प्रतमपि गहनारण्येषु आदिवासि क्षेत्रे ताल पत्रैः विनिर्मिते कुटीरे निवसति
sp025-000893_006	सा स्वीय स्मृत्याधारेण एव पञ्च शतम् वनस्पतीनाम् औषधीः व्यरचयत्
sp025-000894_006	सर्प दंशस्य उपचारार्थम् उपयुज्यमानायाः औषधेः निर्माणेः तस्याः प्रावीण्यम् सुसिद्धम्
sp025-000895_006	लक्ष्मी वर्या वनस्पतीय औषधानाम् निज ज्ञान कारणात् अनारतम् समाजम् सेवते
sp025-000896_006	अज्ञात नाम्न्याः अस्याः अभिज्ञानम् कृत्वा समाजे अनया अनुष्ठिताय योगदानाय सा पद्मश्रीति अलङ्करणेन सम्मानितास्ति
sp025-000897_006	अद्य एकस्य अपरस्य नाम्नः समुल्लेखात् नाहम् आत्मानम् वारयितुम् शक्नोमि
sp025-000898_006	पश्चिम बङ्गालस्य पञ्च सप्तति वर्षीया सुभासिनी मिस्त्री इत्यस्याः नाम
sp025-000899_006	सा पुरस्कारार्थम् वृतास्ति
sp025-000900_006	सुभासिनी मिस्त्री तादृशी महिला अस्ति या चिकित्सालयस्य निर्माणार्थम् अपरेषाम् गृहेषु भाण्डानि स्वच्छीकृतवती शाकादि क्रयम् च व्यदधात्
sp025-000901_006	यदा सा त्रयोविंशति वर्षीया आसीत् तदा उपचारस्य अभाव कारणात् अस्याः पत्युः मृत्युः अभवत्
sp025-000902_006	सम्प्रति अस्याः कठोर श्रमेण विनिर्मिते चिकित्सालये परस्सहस्राणाम् निर्धनानाम् निःशुल्कम् उपचारो विधीयते
sp025-000903_006	एतादृशानाम् जनानाम् अभिज्ञानम् न भवति चेत् समाजस्यापि हानिः भवति
sp025-000904_006	पद्म पुरस्कारो नाम माध्यममस्ति परञ्च अहम् देशवासिभ्योऽपि निवेदयामि यदस्मान् परितः समाजस्य कृते समर्पित जीवनाः समाजार्थम् निष्ठावन्तः कामपि काञ्चिदपि विशेषताम् सन्धारयन्तः आजीवनम् कार्यानुष्ठातारः लक्ष लक्षाधिकाः जनाः सन्ति
sp025-000905_006	नूनम् कदाचिदपि ते समाज धारायाम् समावेशनीयाः
sp025-000906_006	न ते मान सम्मानार्थम् कार्याणि आचरन्ति परञ्च तेषाम् एभिः कार्यैः वयम् प्रेरिताः भवामः
sp025-000907_006	कदाचित् विद्यालयेषु कदाचित् महाविद्यालयेषु च एतादृशाः महनीयजनाः समामन्त्रणीयाः तेषाञ्च अनुभवाः श्रवणीयाः
sp025-000908_006	अयमेव दिवसः अस्ति यदा पूज्यः महात्म गाँधी दक्षिणाफ्रीकातः भारतम् प्रत्यागतः
sp025-000909_006	अस्मिन्नेव दिने वयम् भारते विश्वस्मिन् विश्वे च निवसताम् भारतीयानाम् मध्ये अभिन्न बन्धनस्य उत्सवम् आयोजयामः
sp025-000910_006	ऐषमः प्रवासि भारतीय दिवसावसरे वयम् कार्यक्रममेकम् आयोजितवन्तः यत्र विश्वस्मिन् विश्वे निवसन्तो भारतीय मूलस्य सर्वेऽपि सांसदाः महापौराः चामन्त्रिताः आसन्
sp025-000911_006	केचन आयुर्वेद क्षेत्रे समर्पिताः सन्ति अपरे स्वीय सङ्गीत माध्यमेन समाजस्य मनान्सि रञ्जयन्ति इतरे च केचन स्वीय ललित कविता रचनाभिः सहृदयान् आनन्द सन्दोहेन आप्लावयन्ति
sp025-000912_006	कश्चन भारवाहियानम् चालयित्वा गुरुद्वारा निर्माणम् अकरोत् अपरेण च केनचित् मस्जिद् निर्माणम् कृतम्
sp025-000913_006	अर्थात् यत्र कुत्रापि अस्मदीयाः जनाः सन्ति ते तत्रत्याम् धराम् येन केनापि प्रकारेण सुसज्जिताम् कृतवन्तः
sp025-000914_006	अहम् धन्यवादान् वितरामि यूरोपीय सङ्घस्य अस्य उल्लेखनीय कार्यस्य कृते भारतीय मूलस्य जनानाम् अभिज्ञानार्थम् अपि च अमुना माध्यमेन भारतस्य नागरिकेभ्यः अपि सूचना प्रदानार्थम्
sp025-000915_006	तथा च एतन् माध्यमेन अशेष जगतः जनान् सूचयितुमपि
sp025-000916_006	दिवसमेनम् हुतात्मदिन त्वेन वयम् आयोजयामः
sp025-000917_006	एतस्मिन् दिने वयम् देशस्य रक्षायै हुतात्मभ्यः महद्भ्यः प्रातः एकादश वादने श्रद्धाञ्जलिम् अर्पयामः
sp025-000918_006	शान्तेः अहिंसायाश्च मार्गः एव बापू महात्मनः अनन्यमार्गः आसीत्
sp025-000919_006	भवतु नाम भारतमिदम् वा जगत् स्यादिदम् कुटुम्बम् वा एकाकी जनो वा सकलः समाजः पूज्य बापू वर्यः येषाम् सिद्धान्तानाम् आदर्शानाञ्च कृते जीवति स्म पूज्य बापूः यत् किमपि अस्मान् समदिशत् तत्सर्वम् अद्यापि अतितराम् उपयोगि वर्तते
sp025-000920_006	ते केवलम् सिद्धान्ताः एव नैवासन्
sp025-000921_006	वर्तमान कालेऽपि वयम् पदे पदे पश्यामः यद्बापू वर्यस्य सन्देशः कियान् समीचीनः अस्ति
